evaluation,fitness,test_accuracy,uniqueness,time
0,0.5329587459564209,0.6339777708053589,1.0,0.96
100,0.5329587459564209,0.6339777708053589,1.0,0.96
200,0.6267242431640625,0.645796000957489,1.0,0.96
300,0.6267242431640625,0.645796000957489,1.0,0.96
400,0.6267242431640625,0.645796000957489,1.0,0.96
500,0.6267242431640625,0.645796000957489,1.0,0.96
600,0.6267242431640625,0.645796000957489,1.0,0.96
700,0.6267242431640625,0.645796000957489,1.0,0.96
800,0.6267242431640625,0.645796000957489,1.0,0.96
900,0.6267242431640625,0.645796000957489,1.0,0.96
1000,0.6267242431640625,0.645796000957489,1.0,0.96
1100,0.6267242431640625,0.645796000957489,1.0,0.96
1200,0.6267242431640625,0.645796000957489,1.0,0.96
1300,0.6267242431640625,0.645796000957489,1.0,0.96
1400,0.6267242431640625,0.645796000957489,1.0,0.96
1500,0.6267242431640625,0.645796000957489,1.0,0.96
1600,0.6267242431640625,0.645796000957489,1.0,0.96
1700,0.6522274017333984,0.7136548757553101,1.0,0.96
1800,0.6522274017333984,0.7136548757553101,1.0,0.96
1900,0.6522274017333984,0.7136548757553101,1.0,0.96
2000,0.6522274017333984,0.7136548757553101,1.0,0.96
2100,0.6522274017333984,0.7136548757553101,1.0,0.96
2200,0.8238086104393005,0.8574135899543762,1.0,0.96
2300,0.8238086104393005,0.8574135899543762,1.0,0.96
2400,0.8238086104393005,0.8574135899543762,1.0,0.96
2500,0.8238086104393005,0.8574135899543762,1.0,0.96
2600,0.8238086104393005,0.8574135899543762,1.0,0.96
2700,0.8238086104393005,0.8574135899543762,1.0,0.96
2800,0.8238086104393005,0.8574135899543762,1.0,0.96
2900,0.8238086104393005,0.8574135899543762,1.0,0.96
3000,0.8238086104393005,0.8574135899543762,1.0,0.96
3100,0.8238086104393005,0.8574135899543762,1.0,0.96
3200,0.8238086104393005,0.8574135899543762,1.0,0.96
3300,0.8238086104393005,0.8574135899543762,1.0,0.96
3400,0.8238086104393005,0.8574135899543762,1.0,0.96
3500,0.8238086104393005,0.8574135899543762,1.0,0.96
3600,0.9860712289810181,0.9899689555168152,1.0,0.96
3700,0.9860712289810181,0.9899689555168152,1.0,0.96
3800,0.9860712289810181,0.9899689555168152,1.0,0.96
3900,0.9860712289810181,0.9899689555168152,1.0,0.96
4000,0.9860712289810181,0.9899689555168152,1.0,0.96
4100,0.9860712289810181,0.9899689555168152,1.0,0.96
4200,0.9860712289810181,0.9899689555168152,1.0,0.96
4300,0.9860712289810181,0.9899689555168152,1.0,0.96
4400,0.9860712289810181,0.9899689555168152,1.0,0.96
4500,0.9860712289810181,0.9899689555168152,1.0,0.96
4600,0.9860712289810181,0.9899689555168152,1.0,0.96
4700,0.9860712289810181,0.9899689555168152,1.0,0.96
4800,0.9860712289810181,0.9899689555168152,1.0,0.96
4900,0.9860712289810181,0.9899689555168152,1.0,0.96
5000,0.9860712289810181,0.9899689555168152,1.0,0.96
5100,0.9860712289810181,0.9899689555168152,1.0,0.96
5200,0.9860712289810181,0.9899689555168152,1.0,0.96
5300,0.9860712289810181,0.9899689555168152,1.0,0.96
5400,0.9860712289810181,0.9899689555168152,1.0,0.96
5500,0.9860712289810181,0.9899689555168152,1.0,0.96
5600,0.9860712289810181,0.9899689555168152,1.0,0.96
5700,0.9860712289810181,0.9899689555168152,1.0,0.96
5800,0.9860712289810181,0.9899689555168152,1.0,0.96
5900,0.9860712289810181,0.9899689555168152,1.0,0.96
6000,0.9860712289810181,0.9899689555168152,1.0,0.96
6100,0.9860712289810181,0.9899689555168152,1.0,0.96
6200,0.9860712289810181,0.9899689555168152,1.0,0.96
6300,0.9860712289810181,0.9899689555168152,1.0,0.96
6400,0.9860712289810181,0.9899689555168152,1.0,0.96
6500,0.9860712289810181,0.9899689555168152,1.0,0.96
6600,0.9860712289810181,0.9899689555168152,1.0,0.96
6700,0.9860712289810181,0.9899689555168152,1.0,0.96
6800,0.9860712289810181,0.9899689555168152,1.0,0.96
6900,0.9860712289810181,0.9899689555168152,1.0,0.96
7000,0.9860712289810181,0.9899689555168152,1.0,0.96
7100,0.9860712289810181,0.9899689555168152,1.0,0.96
7200,0.9860712289810181,0.9899689555168152,1.0,0.96
7300,0.9860712289810181,0.9899689555168152,1.0,0.96
7400,0.9860712289810181,0.9899689555168152,1.0,0.96
7500,0.9860712289810181,0.9899689555168152,1.0,0.96
7600,0.9860712289810181,0.9899689555168152,1.0,0.96
7700,0.9860712289810181,0.9899689555168152,1.0,0.96
7800,0.9860712289810181,0.9899689555168152,1.0,0.96
7900,0.9860712289810181,0.9899689555168152,1.0,0.96
8000,0.9860712289810181,0.9899689555168152,1.0,0.96
8100,0.9860712289810181,0.9899689555168152,1.0,0.96
8200,0.9860712289810181,0.9899689555168152,1.0,0.96
8300,0.9860712289810181,0.9899689555168152,1.0,0.96
8400,0.9860712289810181,0.9899689555168152,1.0,0.96
8500,0.9860712289810181,0.9899689555168152,1.0,0.96
8600,0.9860712289810181,0.9899689555168152,1.0,0.96
8700,0.9860712289810181,0.9899689555168152,1.0,0.96
8800,0.9860712289810181,0.9899689555168152,1.0,0.96
8900,0.9860712289810181,0.9899689555168152,1.0,0.96
9000,0.9860712289810181,0.9899689555168152,1.0,0.96
9100,0.9860712289810181,0.9899689555168152,1.0,0.96
9200,0.9860712289810181,0.9899689555168152,1.0,0.96
9300,0.9860712289810181,0.9899689555168152,1.0,0.96
9400,0.9860712289810181,0.9899689555168152,1.0,0.96
9500,0.9860712289810181,0.9899689555168152,1.0,0.96
9600,0.9860712289810181,0.9899689555168152,1.0,0.96
9700,0.9860712289810181,0.9899689555168152,1.0,0.96
9800,0.9860712289810181,0.9899689555168152,1.0,0.96
9900,0.9860712289810181,0.9899689555168152,1.0,0.96
10000,0.9860712289810181,0.9899689555168152,1.0,0.96
10100,0.9860712289810181,0.9899689555168152,1.0,0.96
10200,0.9860712289810181,0.9899689555168152,1.0,0.96
10300,0.9860712289810181,0.9899689555168152,1.0,0.96
10400,0.9860712289810181,0.9899689555168152,1.0,0.96
10500,0.9860712289810181,0.9899689555168152,1.0,0.96
10600,0.9860712289810181,0.9899689555168152,1.0,0.96
10700,0.9860712289810181,0.9899689555168152,1.0,0.96
10800,0.9860712289810181,0.9899689555168152,1.0,0.96
10900,0.9860712289810181,0.9899689555168152,1.0,0.96
11000,0.9860712289810181,0.9899689555168152,1.0,0.96
11100,0.9860712289810181,0.9899689555168152,1.0,0.96
11200,0.9860712289810181,0.9899689555168152,1.0,0.96
11300,0.9860712289810181,0.9899689555168152,1.0,0.96
11400,0.9860712289810181,0.9899689555168152,1.0,0.96
11500,0.9860712289810181,0.9899689555168152,1.0,0.96
11600,0.9860712289810181,0.9899689555168152,1.0,0.96
11700,0.9860712289810181,0.9899689555168152,1.0,0.96
11800,0.9860712289810181,0.9899689555168152,1.0,0.96
11900,0.9860712289810181,0.9899689555168152,1.0,0.96
12000,0.9860712289810181,0.9899689555168152,1.0,0.96
12100,0.9860712289810181,0.9899689555168152,1.0,0.96
12200,0.9860712289810181,0.9899689555168152,1.0,0.96
12300,0.9860712289810181,0.9899689555168152,1.0,0.96
12400,0.9860712289810181,0.9899689555168152,1.0,0.96
12500,0.9860712289810181,0.9899689555168152,1.0,0.96
12600,0.9860712289810181,0.9899689555168152,1.0,0.96
12700,0.9860712289810181,0.9899689555168152,1.0,0.96
12800,0.9860712289810181,0.9899689555168152,1.0,0.96
12900,0.9860712289810181,0.9899689555168152,1.0,0.96
13000,0.9860712289810181,0.9899689555168152,1.0,0.96
13100,0.9860712289810181,0.9899689555168152,1.0,0.96
13200,0.9860712289810181,0.9899689555168152,1.0,0.96
13300,0.9860712289810181,0.9899689555168152,1.0,0.96
13400,0.9860712289810181,0.9899689555168152,1.0,0.96
13500,0.9860712289810181,0.9899689555168152,1.0,0.96
13600,0.9860712289810181,0.9899689555168152,1.0,0.96
13700,0.9860712289810181,0.9899689555168152,1.0,0.96
13800,0.9860712289810181,0.9899689555168152,1.0,0.96
13900,0.9860712289810181,0.9899689555168152,1.0,0.96
14000,0.9860712289810181,0.9899689555168152,1.0,0.96
14100,0.9860712289810181,0.9899689555168152,1.0,0.96
14200,0.9860712289810181,0.9899689555168152,1.0,0.96
14300,0.9860712289810181,0.9899689555168152,1.0,0.96
14400,0.9860712289810181,0.9899689555168152,1.0,0.96
14500,0.9860712289810181,0.9899689555168152,1.0,0.96
14600,0.9860712289810181,0.9899689555168152,1.0,0.96
14700,0.9860712289810181,0.9899689555168152,1.0,0.96
14800,0.9860712289810181,0.9899689555168152,1.0,0.96
14900,0.9860712289810181,0.9899689555168152,1.0,0.96
15000,0.9860712289810181,0.9899689555168152,1.0,0.96
15100,0.9860712289810181,0.9899689555168152,1.0,0.96
15200,0.9860712289810181,0.9899689555168152,1.0,0.96
15300,0.9860712289810181,0.9899689555168152,1.0,0.96
