evaluation,fitness,test_accuracy,uniqueness,time
0,0.37710505723953247,0.12938565015792847,1.0,1.40
100,0.37710505723953247,0.12938565015792847,1.0,1.40
200,0.37710505723953247,0.12938565015792847,1.0,1.40
300,0.37710505723953247,0.12938565015792847,1.0,1.40
400,0.37710505723953247,0.12938565015792847,1.0,1.40
500,0.37710505723953247,0.12938565015792847,1.0,1.40
600,0.4768243432044983,0.4415191411972046,1.0,1.40
700,0.4768243432044983,0.4415191411972046,1.0,1.40
800,0.4768243432044983,0.4415191411972046,1.0,1.40
900,0.7118420600891113,0.7609422206878662,1.0,1.40
1000,0.7118420600891113,0.7609422206878662,1.0,1.40
1100,0.7118420600891113,0.7609422206878662,1.0,1.40
1200,0.7118420600891113,0.7609422206878662,1.0,1.40
1300,0.7118420600891113,0.7609422206878662,1.0,1.40
1400,0.7118420600891113,0.7609422206878662,1.0,1.40
1500,0.7118420600891113,0.7609422206878662,1.0,1.40
1600,0.7118420600891113,0.7609422206878662,1.0,1.40
1700,0.7118420600891113,0.7609422206878662,1.0,1.40
1800,0.7118420600891113,0.7609422206878662,1.0,1.40
1900,0.7118420600891113,0.7609422206878662,1.0,1.40
2000,0.7118420600891113,0.7609422206878662,1.0,1.40
2100,0.7118420600891113,0.7609422206878662,1.0,1.40
2200,0.7118420600891113,0.7609422206878662,1.0,1.40
2300,0.7118420600891113,0.7609422206878662,1.0,1.40
2400,0.7118420600891113,0.7609422206878662,1.0,1.40
2500,0.7118420600891113,0.7609422206878662,1.0,1.40
2600,0.7118420600891113,0.7609422206878662,1.0,1.40
2700,0.7118420600891113,0.7609422206878662,1.0,1.40
2800,0.7118420600891113,0.7609422206878662,1.0,1.40
2900,0.7118420600891113,0.7609422206878662,1.0,1.40
3000,0.7118420600891113,0.7609422206878662,1.0,1.40
3100,0.7118420600891113,0.7609422206878662,1.0,1.40
3200,0.7118420600891113,0.7609422206878662,1.0,1.40
3300,0.7118420600891113,0.7609422206878662,1.0,1.40
3400,0.7118420600891113,0.7609422206878662,1.0,1.40
3500,0.7118420600891113,0.7609422206878662,1.0,1.40
3600,0.7118420600891113,0.7609422206878662,1.0,1.40
3700,0.7118420600891113,0.7609422206878662,1.0,1.40
3800,0.7118420600891113,0.7609422206878662,1.0,1.40
3900,0.7118420600891113,0.7609422206878662,1.0,1.40
4000,0.7118420600891113,0.7609422206878662,1.0,1.40
4100,0.7118420600891113,0.7609422206878662,1.0,1.40
4200,0.7118420600891113,0.7609422206878662,1.0,1.40
4300,0.7118420600891113,0.7609422206878662,1.0,1.40
4400,0.7118420600891113,0.7609422206878662,1.0,1.40
4500,0.7118420600891113,0.7609422206878662,1.0,1.40
4600,0.7118420600891113,0.7609422206878662,1.0,1.40
4700,0.7118420600891113,0.7609422206878662,1.0,1.40
4800,0.7118420600891113,0.7609422206878662,1.0,1.40
4900,0.7118420600891113,0.7609422206878662,1.0,1.40
5000,0.7118420600891113,0.7609422206878662,1.0,1.40
5100,0.7318462133407593,0.7124324440956116,1.0,0.86
5200,0.7318462133407593,0.7124324440956116,1.0,0.86
5300,0.7318462133407593,0.7124324440956116,1.0,0.86
5400,0.7318462133407593,0.7124324440956116,1.0,0.86
5500,0.7318462133407593,0.7124324440956116,1.0,0.86
5600,0.7318462133407593,0.7124324440956116,1.0,0.86
5700,0.7318462133407593,0.7124324440956116,1.0,0.86
5800,0.7318462133407593,0.7124324440956116,1.0,0.86
5900,0.7318462133407593,0.7124324440956116,1.0,0.86
6000,0.7318462133407593,0.7124324440956116,1.0,0.86
6100,0.7318462133407593,0.7124324440956116,1.0,0.86
