evaluation,fitness,test_accuracy,uniqueness,time
0,0.16349411010742188,-0.004175662994384766,1.0,0.96
100,0.16349411010742188,-0.004175662994384766,1.0,0.96
200,0.16349411010742188,-0.004175662994384766,1.0,0.96
300,0.16349411010742188,-0.004175662994384766,1.0,0.96
400,0.16349411010742188,-0.004175662994384766,1.0,0.96
500,0.16349411010742188,-0.004175662994384766,1.0,0.96
600,0.16349411010742188,-0.004175662994384766,1.0,0.96
700,0.16349411010742188,-0.004175662994384766,1.0,0.96
800,0.16349411010742188,-0.004175662994384766,1.0,0.96
900,0.16349411010742188,-0.004175662994384766,1.0,0.96
1000,0.16349411010742188,-0.004175662994384766,1.0,0.96
1100,0.16349411010742188,-0.004175662994384766,1.0,0.96
1200,0.16349411010742188,-0.004175662994384766,1.0,0.96
1300,0.16349411010742188,-0.004175662994384766,1.0,0.96
1400,0.16349411010742188,-0.004175662994384766,1.0,0.96
1500,0.16349411010742188,-0.004175662994384766,1.0,0.96
1600,0.16349411010742188,-0.004175662994384766,1.0,0.96
1700,0.16349411010742188,-0.004175662994384766,1.0,0.96
1800,0.16349411010742188,-0.004175662994384766,1.0,0.96
1900,0.16349411010742188,-0.004175662994384766,1.0,0.96
2000,0.16349411010742188,-0.004175662994384766,1.0,0.96
2100,0.16349411010742188,-0.004175662994384766,1.0,0.96
2200,0.16349411010742188,-0.004175662994384766,1.0,0.96
2300,0.16349411010742188,-0.004175662994384766,1.0,0.96
2400,0.16349411010742188,-0.004175662994384766,1.0,0.96
2500,0.16349411010742188,-0.004175662994384766,1.0,0.96
2600,0.16349411010742188,-0.004175662994384766,1.0,0.96
2700,0.16349411010742188,-0.004175662994384766,1.0,0.96
2800,0.16349411010742188,-0.004175662994384766,1.0,0.96
2900,0.16349411010742188,-0.004175662994384766,1.0,0.96
3000,0.16349411010742188,-0.004175662994384766,1.0,0.96
3100,0.16349411010742188,-0.004175662994384766,1.0,0.96
3200,0.16349411010742188,-0.004175662994384766,1.0,0.96
3300,0.16349411010742188,-0.004175662994384766,1.0,0.96
3400,0.16349411010742188,-0.004175662994384766,1.0,0.96
3500,0.16349411010742188,-0.004175662994384766,1.0,0.96
3600,0.16349411010742188,-0.004175662994384766,1.0,0.96
3700,0.16349411010742188,-0.004175662994384766,1.0,0.96
3800,0.16349411010742188,-0.004175662994384766,1.0,0.96
3900,0.16349411010742188,-0.004175662994384766,1.0,0.96
4000,0.16349411010742188,-0.004175662994384766,1.0,0.96
4100,0.16349411010742188,-0.004175662994384766,1.0,0.96
4200,0.16349411010742188,-0.004175662994384766,1.0,0.96
4300,0.16349411010742188,-0.004175662994384766,1.0,0.96
4400,0.16349411010742188,-0.004175662994384766,1.0,0.96
4500,0.16349411010742188,-0.004175662994384766,1.0,0.96
4600,0.4434521794319153,0.38857799768447876,1.0,0.96
4700,0.4434521794319153,0.38857799768447876,1.0,0.96
4800,0.4434521794319153,0.38857799768447876,1.0,0.96
4900,0.4434521794319153,0.38857799768447876,1.0,0.96
5000,0.4434521794319153,0.38857799768447876,1.0,0.96
5100,0.4434521794319153,0.38857799768447876,1.0,0.96
5200,0.4434521794319153,0.38857799768447876,1.0,0.96
5300,0.4434521794319153,0.38857799768447876,1.0,0.96
5400,0.4434521794319153,0.38857799768447876,1.0,0.96
5500,0.4434521794319153,0.38857799768447876,1.0,0.96
5600,0.4434521794319153,0.38857799768447876,1.0,0.96
5700,0.4434521794319153,0.38857799768447876,1.0,0.96
5800,0.4434521794319153,0.38857799768447876,1.0,0.96
5900,0.5093218088150024,0.479417622089386,1.0,0.96
6000,0.5093218088150024,0.479417622089386,1.0,0.96
6100,0.5093218088150024,0.479417622089386,1.0,0.96
6200,0.5093218088150024,0.479417622089386,1.0,0.96
6300,0.5093218088150024,0.479417622089386,1.0,0.96
6400,0.5093218088150024,0.479417622089386,1.0,0.96
6500,0.5093218088150024,0.479417622089386,1.0,0.96
6600,0.5093218088150024,0.479417622089386,1.0,0.96
6700,0.5093218088150024,0.479417622089386,1.0,0.96
6800,0.5093218088150024,0.479417622089386,1.0,0.96
6900,0.5093218088150024,0.479417622089386,1.0,0.96
7000,0.5093218088150024,0.479417622089386,1.0,0.96
7100,0.5093218088150024,0.479417622089386,1.0,0.96
7200,0.5093218088150024,0.479417622089386,1.0,0.96
7300,0.5093218088150024,0.479417622089386,1.0,0.96
7400,0.5093218088150024,0.479417622089386,1.0,0.96
7500,0.5093218088150024,0.479417622089386,1.0,0.96
7600,0.5093218088150024,0.479417622089386,1.0,0.96
7700,0.5093218088150024,0.479417622089386,1.0,0.96
7800,0.5093218088150024,0.479417622089386,1.0,0.96
7900,0.5093218088150024,0.479417622089386,1.0,0.96
8000,0.5093218088150024,0.479417622089386,1.0,0.96
8100,0.5093218088150024,0.479417622089386,1.0,0.96
8200,0.5093218088150024,0.479417622089386,1.0,0.96
8300,0.5093218088150024,0.479417622089386,1.0,0.96
8400,0.5093218088150024,0.479417622089386,1.0,0.96
8500,0.5093218088150024,0.479417622089386,1.0,0.96
8600,0.5093218088150024,0.479417622089386,1.0,0.96
8700,0.5093218088150024,0.479417622089386,1.0,0.96
8800,0.5093218088150024,0.479417622089386,1.0,0.96
8900,0.5093218088150024,0.479417622089386,1.0,0.96
9000,0.5093218088150024,0.479417622089386,1.0,0.96
9100,0.509593665599823,0.4795616865158081,1.0,0.96
9200,0.509593665599823,0.4795616865158081,1.0,0.96
9300,0.509593665599823,0.4795616865158081,1.0,0.96
9400,0.509593665599823,0.4795616865158081,1.0,0.96
9500,0.509593665599823,0.4795616865158081,1.0,0.96
9600,0.509593665599823,0.4795616865158081,1.0,0.96
9700,0.509593665599823,0.4795616865158081,1.0,0.96
9800,0.509593665599823,0.4795616865158081,1.0,0.96
9900,0.509593665599823,0.4795616865158081,1.0,0.96
10000,0.509593665599823,0.4795616865158081,1.0,0.96
10100,0.509593665599823,0.4795616865158081,1.0,0.96
10200,0.509593665599823,0.4795616865158081,1.0,0.96
10300,0.509593665599823,0.4795616865158081,1.0,0.96
10400,0.509593665599823,0.4795616865158081,1.0,0.96
10500,0.509593665599823,0.4795616865158081,1.0,0.96
10600,0.509593665599823,0.4795616865158081,1.0,0.96
10700,0.509593665599823,0.4795616865158081,1.0,0.96
10800,0.509593665599823,0.4795616865158081,1.0,0.96
10900,0.509593665599823,0.4795616865158081,1.0,0.96
11000,0.509593665599823,0.4795616865158081,1.0,0.96
11100,0.509593665599823,0.4795616865158081,1.0,0.96
11200,0.509593665599823,0.4795616865158081,1.0,0.96
11300,0.509593665599823,0.4795616865158081,1.0,0.96
11400,0.509593665599823,0.4795616865158081,1.0,0.96
11500,0.509593665599823,0.4795616865158081,1.0,0.96
11600,0.509593665599823,0.4795616865158081,1.0,0.96
11700,0.509593665599823,0.4795616865158081,1.0,0.96
11800,0.509593665599823,0.4795616865158081,1.0,0.96
11900,0.509593665599823,0.4795616865158081,1.0,0.96
12000,0.509593665599823,0.4795616865158081,1.0,0.96
12100,0.509593665599823,0.4795616865158081,1.0,0.96
12200,0.509593665599823,0.4795616865158081,1.0,0.96
12300,0.509593665599823,0.4795616865158081,1.0,0.96
12400,0.509593665599823,0.4795616865158081,1.0,0.96
12500,0.509593665599823,0.4795616865158081,1.0,0.96
12600,0.509593665599823,0.4795616865158081,1.0,0.96
12700,0.509593665599823,0.4795616865158081,1.0,0.96
12800,0.509593665599823,0.4795616865158081,1.0,0.96
12900,0.509593665599823,0.4795616865158081,1.0,0.96
13000,0.509593665599823,0.4795616865158081,1.0,0.96
13100,0.509593665599823,0.4795616865158081,1.0,0.96
13200,0.509593665599823,0.4795616865158081,1.0,0.96
13300,0.509593665599823,0.4795616865158081,1.0,0.96
13400,0.509593665599823,0.4795616865158081,1.0,0.96
13500,0.509593665599823,0.4795616865158081,1.0,0.96
13600,0.509593665599823,0.4795616865158081,1.0,0.96
13700,0.509593665599823,0.4795616865158081,1.0,0.96
13800,0.509593665599823,0.4795616865158081,1.0,0.96
13900,0.509593665599823,0.4795616865158081,1.0,0.96
14000,0.509593665599823,0.4795616865158081,1.0,0.96
14100,0.509593665599823,0.4795616865158081,1.0,0.96
14200,0.509593665599823,0.4795616865158081,1.0,0.96
14300,0.509593665599823,0.4795616865158081,1.0,0.96
14400,0.509593665599823,0.4795616865158081,1.0,0.96
14500,0.509593665599823,0.4795616865158081,1.0,0.96
14600,0.509593665599823,0.4795616865158081,1.0,0.96
14700,0.509593665599823,0.4795616865158081,1.0,0.96
14800,0.509593665599823,0.4795616865158081,1.0,0.96
14900,0.509593665599823,0.4795616865158081,1.0,0.96
15000,0.509593665599823,0.4795616865158081,1.0,0.96
15100,0.509593665599823,0.4795616865158081,1.0,0.96
15200,0.509593665599823,0.4795616865158081,1.0,0.96
15300,0.509593665599823,0.4795616865158081,1.0,0.96
15400,0.509593665599823,0.4795616865158081,1.0,0.96
15500,0.509593665599823,0.4795616865158081,1.0,0.96
15600,0.509593665599823,0.4795616865158081,1.0,0.96
15700,0.509593665599823,0.4795616865158081,1.0,0.96
15800,0.509593665599823,0.4795616865158081,1.0,0.96
15900,0.509593665599823,0.4795616865158081,1.0,0.96
16000,0.509593665599823,0.4795616865158081,1.0,0.96
16100,0.509593665599823,0.4795616865158081,1.0,0.96
16200,0.509593665599823,0.4795616865158081,1.0,0.96
16300,0.509593665599823,0.4795616865158081,1.0,0.96
16400,0.509593665599823,0.4795616865158081,1.0,0.96
16500,0.509593665599823,0.4795616865158081,1.0,0.96
16600,0.509593665599823,0.4795616865158081,1.0,0.96
16700,0.509593665599823,0.4795616865158081,1.0,0.96
16800,0.509593665599823,0.4795616865158081,1.0,0.96
16900,0.509593665599823,0.4795616865158081,1.0,0.96
17000,0.509593665599823,0.4795616865158081,1.0,0.96
17100,0.509593665599823,0.4795616865158081,1.0,0.96
17200,0.509593665599823,0.4795616865158081,1.0,0.96
17300,0.509593665599823,0.4795616865158081,1.0,0.96
17400,0.535038948059082,0.5122005939483643,1.0,0.96
17500,0.535038948059082,0.5122005939483643,1.0,0.96
17600,0.535038948059082,0.5122005939483643,1.0,0.96
17700,0.535038948059082,0.5122005939483643,1.0,0.96
17800,0.535038948059082,0.5122005939483643,1.0,0.96
17900,0.535038948059082,0.5122005939483643,1.0,0.96
18000,0.535038948059082,0.5122005939483643,1.0,0.96
18100,0.535038948059082,0.5122005939483643,1.0,0.96
18200,0.535038948059082,0.5122005939483643,1.0,0.96
18300,0.535038948059082,0.5122005939483643,1.0,0.96
18400,0.535038948059082,0.5122005939483643,1.0,0.96
18500,0.535038948059082,0.5122005939483643,1.0,0.96
18600,0.535038948059082,0.5122005939483643,1.0,0.96
18700,0.535038948059082,0.5122005939483643,1.0,0.96
18800,0.535038948059082,0.5122005939483643,1.0,0.96
18900,0.535038948059082,0.5122005939483643,1.0,0.96
19000,0.535038948059082,0.5122005939483643,1.0,0.96
19100,0.535038948059082,0.5122005939483643,1.0,0.96
