eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
18.40625,6.802720785140991,0,11.729674339294434,18816.000838897744,18.40625,6.802720785140991,1694085094.0968823,,,,,,,,8,sac,inverted_pendulum
743.6875,0.912982940673828,421760,86.41341495513916,140199.77186597753,743.6875,7.715703725814819,1694085168.780623,-856.5518188476562,0.3630160391330719,215040.015625,31.154708862304688,73.76819396018982,5986.144377314426,0.0121104093268513,8,sac,inverted_pendulum
958.3671875,0.9114658832550048,835328,148.249098777771,140433.12245861522,958.3671875,8.627169609069824,1694085230.6163068,-1590.5291748046875,0.2930446565151214,628608.0,44.39773941040039,134.6891086101532,6788.6045765442,0.001109117642045,8,sac,inverted_pendulum
1000.0,0.9818854331970216,1248896,210.2395899295807,130361.44103210868,1000.0,9.609055042266846,1694085292.606798,-1650.4285888671875,0.1765836477279663,993630.5625,35.28302764892578,195.69383001327515,6779.278562180852,0.0005733678117394,8,sac,inverted_pendulum
897.578125,0.96700119972229,1662464,275.1915533542633,132367.98468994652,897.578125,10.576056241989136,1694085357.5587614,-1658.23779296875,0.125988632440567,1048576.0,29.662277221679688,259.6751470565796,6463.886945623282,-3.970329998992384e-05,8,sac,inverted_pendulum
1000.0,0.960988998413086,2076032,339.9385485649109,133196.11380709955,1000.0,11.537045240402222,1694085422.3057566,-1664.83203125,0.0909008681774139,1048576.0,46.90830612182617,323.45760226249695,6484.040143403442,0.0006607730756513,8,sac,inverted_pendulum
1000.0,0.9695649147033693,2489600,404.9590408802033,132017.97843433786,1000.0,12.50661015510559,1694085487.326249,-1686.7200927734375,0.1108509004116058,1048576.0,58.96687316894531,387.5050280094147,6457.215027411198,-0.0019816283602267,8,sac,inverted_pendulum
1000.0,0.9624245166778564,2903168,469.6640832424164,132997.44320919484,1000.0,13.469034671783447,1694085552.0312912,-1715.41455078125,0.144205093383789,1048576.0,43.978782653808594,451.2442376613617,6488.439412071795,-0.0023204570170491,8,sac,inverted_pendulum
1000.0,0.963798761367798,3316736,534.2926242351532,132807.80711768687,1000.0,14.432833433151243,1694085616.6598322,-1694.96044921875,0.1170297041535377,1048576.0,26.768573760986328,514.9056875705719,6496.364763758972,0.0005100114503875,8,sac,inverted_pendulum
1000.0,0.9619033336639404,3730304,598.8789405822754,133069.504512934,1000.0,15.394736766815186,1694085681.2461486,-1666.4931640625,0.0592438168823719,1048576.0,10.348721504211426,578.5267717838287,6500.486515032137,0.0002822080568876,8,sac,inverted_pendulum
1000.0,0.9258413314819336,4143872,662.6966133117676,138252.63103680927,1000.0,16.32057809829712,1694085745.0638213,-1673.944091796875,0.0662981569766998,1048576.0,29.615812301635746,641.4152939319611,6576.207960903438,0.0004926255205646,8,sac,inverted_pendulum
1000.0,0.934295654296875,4557440,725.5965943336487,137001.60052261964,1000.0,17.254873752593994,1694085807.9638023,-1678.5828857421875,0.1245657131075859,1048576.0,42.06874465942383,703.377637386322,6674.505464833137,-0.0014125662855803,8,sac,inverted_pendulum
1000.0,0.9353573322296144,4971008,788.3231961727142,136846.0967691203,1000.0,18.19023108482361,1694085870.6904042,-1664.9781494140625,0.1198695749044418,1048576.0,59.218017578125,765.1658289432526,6693.31776151671,0.000249369564699,8,sac,inverted_pendulum
1000.0,0.9340994358062744,5384576,851.0802185535431,137030.3793080829,1000.0,19.124330520629883,1694085933.4474266,-1637.5621337890625,0.0781395733356475,1048576.0,50.36211395263672,826.9853835105896,6689.922030245632,0.0002041741099674,8,sac,inverted_pendulum
792.40625,0.9780673980712892,5798144,916.051915884018,130870.32678158072,792.40625,20.10239791870117,1694085998.419124,-1647.5125732421875,0.0637239962816238,1048576.0,32.40968322753906,890.9755313396454,6462.994914542338,-9.202990622725338e-05,8,sac,inverted_pendulum
1000.0,0.956212043762207,6211712,981.3512098789216,133861.52248865768,1000.0,21.05860996246338,1694086063.718418,-1676.3258056640625,0.0951159670948982,1048576.0,28.67490577697754,955.3147513866425,6427.929957775462,-0.0058188871480524,8,sac,inverted_pendulum
1000.0,0.920989751815796,6625280,1045.9254105091095,138980.91672316552,1000.0,21.97959971427917,1694086128.2926185,-1655.3865966796875,0.080554261803627,1048576.0,32.70795440673828,1018.96475815773,6497.5326944954695,-0.0004805384669452,8,sac,inverted_pendulum
1000.0,0.9207391738891602,7038848,1108.4340262413025,139018.7401925497,1000.0,22.90033888816833,1694086190.8012342,-1648.5609130859375,0.0788734033703804,1048576.0,31.36081314086914,1080.5493984222412,6715.44070443038,-0.004407666157931,8,sac,inverted_pendulum
980.9453125,0.931999444961548,7452416,1171.191158771515,137339.13758423,980.9453125,23.832338333129883,1694086253.5583668,-1731.0316162109375,0.1460189819335937,1048576.0,114.6580047607422,1142.3713924884796,6689.658045596001,0.0019934438169002,8,sac,inverted_pendulum
1000.0,0.9271740913391112,7865984,1233.734656333923,138053.9007675791,1000.0,24.759512424468998,1694086316.1018643,-1726.8397216796875,0.0966531038284301,1048576.0,112.9501495361328,1203.9844756126404,6712.340610623082,0.0005405293195508,8,sac,inverted_pendulum
