,eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,9.2890625,8.374116659164429,0,13.410234212875366,15285.194272988772,86.36109161376953,8.374116659164429,1694087707.3933601,,,,,,,6,ppo,inverted_double_pendulum
1,48.953125,1.5595431327819824,1146880,28.131482362747192,82075.31892475966,462.3173828125,9.933659791946411,1694087722.1146083,-0.04810236394405365,4801.7275390625,4801.67724609375,-0.002457269700244069,13.158557176589966,87158.49196904227,6,ppo,inverted_double_pendulum
2,79.1640625,1.5553169250488281,2293760,32.22064471244812,82298.33928926192,747.7315673828125,11.48897671699524,1694087726.2037706,-0.019389085471630096,2122.000732421875,2121.983154296875,0.0018701041117310524,15.688328504562378,453353.228933626,6,ppo,inverted_double_pendulum
3,113.0234375,1.5786492824554443,3440640,36.33245658874512,81081.97395238272,1062.711181640625,13.067625999450684,1694087730.3155825,-0.020314527675509453,557.0026245117188,556.9862670898438,0.0039452738128602505,18.21760654449463,453441.64694155974,6,ppo,inverted_double_pendulum
4,143.2734375,1.5753028392791748,4587520,40.44029760360718,81254.21779762048,1341.09814453125,14.642928838729858,1694087734.4234235,-0.013018523342907429,895.9502563476562,895.94189453125,0.004574233200401068,20.74650502204895,453509.7039993235,6,ppo,inverted_double_pendulum
5,165.5,1.5751729011535645,5734400,44.54846549034119,81260.92056704397,1503.89990234375,16.218101739883423,1694087738.5315914,-0.010155289433896542,343.10040283203125,343.0966491699219,0.006449100561439991,23.275926113128662,453416.0025962468,6,ppo,inverted_double_pendulum
6,173.1796875,1.5727019309997559,6881280,48.65522742271423,81388.5946707214,1564.011962890625,17.79080367088318,1694087742.6383533,-0.008358938619494438,140.04617309570312,140.04559326171875,0.007783912587910891,25.806182384490967,453266.3402440707,6,ppo,inverted_double_pendulum
7,197.8359375,1.5781059265136719,8028160,52.76396107673645,81109.89119898669,1752.478515625,19.36890959739685,1694087746.747087,-0.006062546279281378,169.01060485839844,169.01364135742188,0.009093818254768848,28.333151817321777,453855.90545716253,6,ppo,inverted_double_pendulum
8,221.9765625,1.581239938735962,9175040,56.872682094573975,80949.13166835565,1893.5810546875,20.950149536132812,1694087750.855808,-0.006604602560400963,29.30666732788086,29.310665130615234,0.010603257454931736,30.85696840286255,454422.8794479774,6,ppo,inverted_double_pendulum
9,228.34375,1.5744407176971436,10321920,60.98085880279541,81298.71043173938,2000.302734375,22.524590253829956,1694087754.9639847,-0.003878098214045167,271.0854187011719,271.09356689453125,0.012012605555355549,33.3869092464447,453322.85255181225,6,ppo,inverted_double_pendulum
10,251.375,1.5728256702423096,11468800,65.08751606941223,81382.19156880896,2200.24853515625,24.097415924072266,1694087759.070642,-0.012445359490811825,41.61562728881836,41.61674118041992,0.013555197045207024,35.91693830490112,453307.04648100573,6,ppo,inverted_double_pendulum
11,270.53125,1.5752840042114258,12615680,69.19638586044312,81255.18932319494,2367.574462890625,25.67269992828369,1694087763.1795118,-0.008054639212787151,274.3778381347656,274.3838806152344,0.014122305437922478,38.446821212768555,453333.23389530473,6,ppo,inverted_double_pendulum
12,291.0625,1.5790698528289795,13762560,73.30550789833069,81060.37853276842,2593.573974609375,27.25176978111267,1694087767.2886338,-0.009761987254023552,49.550575256347656,49.55559539794922,0.014786613173782825,40.97316527366638,453968.25307809224,6,ppo,inverted_double_pendulum
13,306.921875,1.5746777057647705,14909440,77.41467690467834,81286.47502368398,2758.5087890625,28.82644748687744,1694087771.3978028,-0.011867447756230831,4.571690559387207,4.575899600982666,0.01607675477862358,43.50386571884155,453186.7855741476,6,ppo,inverted_double_pendulum
14,340.3671875,1.574286699295044,16056320,81.52391052246094,81306.66419103816,3047.4833984375,30.400734186172485,1694087775.5070364,-0.00440385052934289,59.426395416259766,59.43858337402344,0.01658989116549492,46.035208225250244,453071.8372153916,6,ppo,inverted_double_pendulum
15,325.5546875,1.5749669075012207,17203200,85.63382387161255,81271.54887532187,2862.0009765625,31.975701093673706,1694087779.6169498,-0.007228461559861898,19.545507431030273,19.5561580657959,0.017877792939543724,48.56628942489624,453118.6119830552,6,ppo,inverted_double_pendulum
16,433.796875,1.5755767822265625,18350080,89.7435839176178,81240.09026022449,4004.524658203125,33.55127787590027,1694087783.7267098,-0.004190900828689337,83.46826171875,83.48289489746094,0.018819978460669518,51.09675931930542,453228.0753601996,6,ppo,inverted_double_pendulum
17,354.96875,1.5752062797546387,19496960,93.85167670249939,81259.19864916858,3082.481689453125,35.12648415565491,1694087787.8348026,-0.00469535868614912,64.51907348632812,64.5337905883789,0.019413605332374573,53.62600040435791,453448.2722022517,6,ppo,inverted_double_pendulum
18,384.1640625,1.5749287605285645,20643840,97.96137809753418,81273.51738566365,3501.54638671875,36.70141291618347,1694087791.944504,-0.0018239805940538645,76.03105926513672,76.04927825927734,0.020044345408678055,56.15669512748718,453187.810255459,6,ppo,inverted_double_pendulum
19,335.8203125,1.5731027126312256,21790720,102.06922054290771,81367.859181873,2888.75732421875,38.2745156288147,1694087796.0523465,-0.00571516202762723,54.50739669799805,54.52312088012695,0.021436292678117752,58.687660455703735,453139.3564399992,6,ppo,inverted_double_pendulum
