,training/actor_loss,_step,_timestamp,training/walltime,eval/avg_episode_length,_runtime,training/alpha_loss,eval/sps,eval/walltime,eval/epoch_eval_time,training/buffer_current_size,training/critic_loss,training/sps,eval/episode_reward,training/alpha,seed,rl_algorithm,environment
0,,0.0,1694028230.1629062,,8.1171875,12.786121129989624,,15540.834328943329,8.236366033554077,8.236366033554077,,,,75.36781311035156,,4,sac,inverted_double_pendulum
1,-5157.85546875,421760.0,1694028311.6747756,79.95984196662903,1000.0,94.29799056053162,-0.05645696818828583,82629.74635033464,9.785444974899292,1.5490789413452148,215040.015625,679.9952392578125,5510.600429451545,9503.0107421875,9.24508285522461,4,sac,inverted_double_pendulum
2,-11364.76171875,835328.0,1694028379.020072,145.70513939857483,1000.0,161.64328694343567,0.011273572221398354,80159.92121236915,11.382252931594849,1.5968079566955566,628608.0,821.8125,6290.4575103351235,9505.80859375,6.018401622772217,4,sac,inverted_double_pendulum
3,-13670.6318359375,1248896.0,1694028446.231793,211.356614112854,1000.0,228.8550078868866,0.011153899133205414,82220.28419528414,12.939046382904053,1.556793451309204,993630.5625,475.79156494140625,6299.447221861858,9505.6171875,3.5511646270751953,4,sac,inverted_double_pendulum
4,-14923.705078125,1662464.0,1694028513.2475984,276.82683539390564,1000.0,295.870813369751,0.002413013018667698,83005.53395054619,14.481112241744995,1.5420658588409424,1048576.0,40.403472900390625,6316.88715736317,9505.990234375,0.9353415369987488,4,sac,inverted_double_pendulum
5,-15330.818359375,2076032.0,1694028580.061048,342.09650897979736,1000.0,362.68426299095154,-4.9949027015827596e-05,83099.09263999952,16.02144193649292,1.5403296947479248,1048576.0,22.50079917907715,6336.296434143563,9506.28125,0.7171493172645569,4,sac,inverted_double_pendulum
6,-15475.8740234375,2489600.0,1694028646.6552966,407.1372106075287,1000.0,429.27851152420044,-0.0012076410930603743,82588.48584289892,17.5712947845459,1.5498528480529785,1048576.0,93.62002563476562,6358.602992432473,9502.60546875,0.7991071343421936,4,sac,inverted_double_pendulum
7,-15459.8271484375,2903168.0,1694028713.0710795,471.9898223876953,1000.0,495.69429445266724,-0.0036790126468986273,82055.67432968697,19.131211280822754,1.5599164962768555,1048576.0,181.2448272705078,6377.044634715518,9489.0888671875,1.4701361656188965,4,sac,inverted_double_pendulum
8,-15866.0908203125,3316736.0,1694028779.4802363,536.8196535110474,1000.0,562.1034512519836,-0.006914803292602301,81212.47644914793,20.707323789596558,1.5761125087738037,1048576.0,1793.4036865234375,6379.285474507901,9502.6279296875,6.572503566741943,4,sac,inverted_double_pendulum
9,-14484.3447265625,3730304.0,1694028845.3398585,601.0972459316254,1000.0,627.9630734920502,0.0011887828586623073,81095.54430686441,22.285708904266357,1.5783851146697998,1048576.0,992.6306762695312,6434.0928840950055,9497.25390625,6.3799028396606445,4,sac,inverted_double_pendulum
10,-14324.4248046875,4143872.0,1694028912.3455443,666.5512998104095,1000.0,694.9687592983246,0.01589762419462204,82726.57654749378,23.832974672317505,1.5472657680511475,1048576.0,878.391845703125,6318.44745271081,9464.068359375,5.872267723083496,4,sac,inverted_double_pendulum
11,-15210.873046875,4557440.0,1694028978.3205779,730.9915807247162,1000.0,760.9437928199768,0.01690567657351494,83587.3206313372,25.364307403564453,1.5313327312469482,1048576.0,206.83419799804688,6417.8491175413565,9450.54296875,2.495295524597168,4,sac,inverted_double_pendulum
12,-15535.25,4971008.0,1694029043.3321514,794.4700930118561,1000.0,825.9553663730621,-0.006341676693409681,83664.00435843109,26.89423656463623,1.5299291610717773,1048576.0,289.07476806640625,6515.086524543278,9123.1240234375,1.3474674224853516,4,sac,inverted_double_pendulum
13,-16481.982421875,5384576.0,1694029108.2437816,857.7728714942932,1000.0,890.8669965267181,0.007942448370158672,79714.42486096363,28.49996852874756,1.6057319641113281,1048576.0,1768.58935546875,6533.172949347575,9105.140625,4.8265557289123535,4,sac,inverted_double_pendulum
14,-16084.056640625,5798144.0,1694029172.8569543,920.7831580638885,1000.0,955.4801692962646,-0.004612645134329796,80007.71835399604,30.09981417655945,1.5998456478118896,1048576.0,1473.1380615234375,6563.499747667565,9223.6171875,3.464268445968628,4,sac,inverted_double_pendulum
15,-15820.31640625,6211712.0,1694029237.3676128,983.7076690196991,1000.0,1019.9908277988434,0.014707798138260841,80861.7373126874,31.68276309967041,1.582948923110962,1048576.0,729.8518676757812,6572.4467893033425,9381.9140625,2.2422592639923096,4,sac,inverted_double_pendulum
16,-15555.697265625,6625280.0,1694029301.9781883,1046.6940314769745,1000.0,1084.6014032363892,0.0004066425608471036,78975.3553826114,33.30352187156677,1.6207587718963623,1048576.0,147.25523376464844,6565.992762013038,9433.9619140625,0.9401010274887085,4,sac,inverted_double_pendulum
17,-15619.25390625,7038848.0,1694029370.269281,1113.4056067466736,1000.0,1152.8924958705902,-0.0006213734741322696,81209.41759603469,34.87969374656677,1.576171875,1048576.0,73.63211822509766,6199.343941857805,9503.9453125,0.7263332605361938,4,sac,inverted_double_pendulum
18,-15790.7041015625,7452416.0,1694029436.3848557,1177.9207389354706,1000.0,1219.0080707073212,0.00039315447793342173,80162.29107252177,36.47645449638367,1.5967607498168945,1048576.0,38.309574127197266,6410.403047609592,9491.634765625,0.38630127906799316,4,sac,inverted_double_pendulum
19,-15786.7041015625,7865984.0,1694029504.6970465,1244.6773002147675,1000.0,1287.320261478424,-0.003895572619512677,82470.52498274922,38.02852416038513,1.5520696640014648,1048576.0,178.32737731933594,6195.166318853804,9414.376953125,0.6412943601608276,4,sac,inverted_double_pendulum
