,eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/policy_loss,training/v_loss,training/total_loss,training/entropy_loss,training/walltime,training/sps,seed,rl_algorithm,environment
0,10.59375,8.669976949691772,0,13.816259622573853,14763.591730719716,98.7094497680664,8.669976949691772,1694087921.6048236,,,,,,,8,ppo,inverted_double_pendulum
1,57.3046875,1.5825934410095215,1146880,28.442665100097656,80879.90047421781,541.1417236328125,10.252570390701294,1694087936.231229,-0.05018242076039314,5167.193359375,5167.140625,-0.002488901140168309,13.041070222854614,87943.70250304155,8,ppo,inverted_double_pendulum
2,97.9453125,1.5906329154968262,2293760,32.552988052368164,80471.11231821822,921.9893798828125,11.84320330619812,1694087940.341552,-0.019948851317167282,2273.505615234375,2273.487060546875,0.0011981563875451684,15.557093143463135,455830.5055991373,8,ppo,inverted_double_pendulum
3,143.5234375,1.5906610488891602,3440640,36.662888288497925,80469.68905750784,1313.05908203125,13.43386435508728,1694087944.4514523,-0.022687485441565514,764.497802734375,764.4786987304688,0.0036400752142071724,18.072648286819458,455915.26905261993,8,ppo,inverted_double_pendulum
4,210.765625,1.5900812149047852,4587520,40.77210211753845,80499.03287969144,1957.7978515625,15.023945569992065,1694087948.560666,-0.014407341368496418,455.4615478515625,455.45306396484375,0.005937440320849419,20.588151931762695,455924.602735322,8,ppo,inverted_double_pendulum
5,153.828125,1.5903494358062744,5734400,44.881752729415894,80485.4562891121,1435.6881103515625,16.61429500579834,1694087952.6703167,-0.00874166376888752,577.2529907226562,577.2501220703125,0.005868612322956324,23.103934049606323,455874.13626384875,8,ppo,inverted_double_pendulum
6,418.5859375,1.5875394344329834,6881280,48.99059557914734,80627.91841496357,3903.36181640625,18.201834440231323,1694087956.7791595,-0.00797575619071722,260.75830078125,260.75653076171875,0.006193718872964382,25.6215341091156,455544.95268940623,8,ppo,inverted_double_pendulum
7,1000.0,1.587965488433838,8028160,53.098992109298706,80606.28579922258,9459.017578125,19.78979992866516,1694087960.887556,-0.0064377132803201675,41.50724411010742,41.50606155395508,0.0052537997253239155,28.138282537460327,455699.1024940489,8,ppo,inverted_double_pendulum
8,1000.0,1.587658405303955,9175040,57.20792627334595,80621.87657772301,9482.1484375,21.377458333969116,1694087964.9964902,-0.011622032150626183,0.4429739713668823,0.43926799297332764,0.007916032336652279,30.655805826187134,455558.8443354637,8,ppo,inverted_double_pendulum
9,935.984375,1.6867036819458008,10321920,61.41685676574707,75887.66264643338,8879.7158203125,23.064162015914917,1694087969.2054207,-0.0027812039479613304,0.188215434551239,0.19629548490047455,0.010861246846616268,33.17326259613037,455570.8815710307,8,ppo,inverted_double_pendulum
10,886.46875,1.58132004737854,11468800,65.52575588226318,80945.03083812424,8408.078125,24.645482063293457,1694087973.3143198,0.00044675025856122375,1.7104604244232178,1.7243940830230713,0.013486641459167004,35.69631910324097,454559.7757195724,8,ppo,inverted_double_pendulum
11,947.546875,1.5818471908569336,12615680,69.63353419303894,80918.05626980859,8990.771484375,26.22732925415039,1694087977.4220982,0.0017268506344407797,3.769312620162964,3.785170793533325,0.014131458476185799,38.21875214576721,454672.12832392444,8,ppo,inverted_double_pendulum
12,1000.0,1.5835726261138916,13762560,73.74226546287537,80829.88925750359,9490.708984375,27.810901880264282,1694087981.5308294,0.00045637955190613866,23.88784408569336,23.90357208251953,0.015269236639142036,40.74043822288513,454806.80977974454,8,ppo,inverted_double_pendulum
13,995.046875,1.5819144248962402,14909440,77.85065865516663,80914.6171155217,9445.248046875,29.392816305160522,1694087985.6392226,0.0016360556473955512,2.7540533542633057,2.771214008331299,0.015524663031101227,43.26324009895325,454605.65527541825,8,ppo,inverted_double_pendulum
14,879.03125,1.5813641548156738,16056320,81.95928049087524,80942.77311788434,8344.69140625,30.974180459976196,1694087989.7478445,0.003286724677309394,12.099875450134277,12.119845390319824,0.01668202131986618,45.78686046600342,454458.21208860114,8,ppo,inverted_double_pendulum
15,1000.0,1.6785602569580078,17203200,86.16763424873352,76255.82666419711,9497.36328125,32.652740716934204,1694087993.9561982,-0.0019161358941346407,21.87362289428711,21.888235092163086,0.01652614399790764,48.31251406669617,454092.3583841537,8,ppo,inverted_double_pendulum
16,738.6875,1.6762144565582275,18350080,90.37617588043213,76362.54388523918,7014.7783203125,34.32895517349243,1694087998.1647398,0.0030580894090235233,23.887983322143555,23.906190872192383,0.015144718810915947,50.840659618377686,453644.76710495877,8,ppo,inverted_double_pendulum
17,1000.0,1.5639307498931885,19496960,94.47549653053284,81845.0561246027,9498.25,35.89288592338562,1694088002.2640605,0.008459728211164474,39.07752990722656,39.10072708129883,0.014734569936990738,53.37193989753723,453082.97522105905,8,ppo,inverted_double_pendulum
18,739.7421875,1.5431790351867676,20643840,98.55297422409058,82945.65768547292,7025.8955078125,37.43606495857239,1694088006.3415382,-0.00939870998263359,0.5570719838142395,0.564028799533844,0.016355523839592934,55.902315616607666,453244.9435696138,8,ppo,inverted_double_pendulum
19,667.8671875,1.614163875579834,21790720,102.70059776306152,79298.02044047127,6341.26416015625,39.05022883415222,1694088010.4891617,0.0036757111083716154,6.278056621551514,6.299422740936279,0.017690474167466164,58.431904554367065,453385.9169291975,8,ppo,inverted_double_pendulum
