,eval/avg_episode_length,eval/epoch_eval_time,_step,_runtime,eval/sps,eval/episode_reward,eval/walltime,_timestamp,training/actor_loss,training/alpha,training/buffer_current_size,training/critic_loss,training/walltime,training/sps,training/alpha_loss,seed,rl_algorithm,environment
0,11.796875,7.992015838623047,0,12.813451766967773,16015.984275383174,110.01325988769531,7.992015838623047,1694093440.1762908,,,,,,,,9,sac,inverted_double_pendulum
1,1000.0,1.6387255191802979,421760,93.78655648231506,78109.48111922154,9500.0810546875,9.630741357803345,1694093521.1493955,-5030.3779296875,9.279622077941895,215040.015625,666.3693237304688,79.33149790763855,5576.626950431903,-0.04521166533231735,9,sac,inverted_double_pendulum
2,1000.0,1.553286075592041,835328,158.80217838287354,82405.94054846742,9191.4482421875,11.184027433395386,1694093586.1650174,-11358.212890625,5.669956684112549,628608.0,901.6201171875,142.7900834083557,6517.1323428778,0.013681724667549133,9,sac,inverted_double_pendulum
3,1000.0,1.5625977516174316,1248896,223.30982184410095,81914.87532060525,9456.91015625,12.746625185012817,1694093650.6726608,-13837.841796875,3.8145415782928467,993630.5625,543.3348388671875,205.73119020462036,6570.713815673542,0.00604237150400877,9,sac,inverted_double_pendulum
4,1000.0,1.5807631015777588,1662464,290.1420257091522,80973.54997231608,9211.3564453125,14.327388286590576,1694093717.5048647,-15010.9169921875,1.299890160560608,1048576.0,138.83680725097656,270.9790277481079,6338.416958636488,-0.007941220887005329,9,sac,inverted_double_pendulum
5,1000.0,1.541252851486206,2076032,355.04391384124756,83049.3191798942,9499.5859375,15.868641138076782,1694093782.4067528,-15563.8662109375,2.312135934829712,1048576.0,510.0954284667969,334.3361659049988,6527.56756430324,0.005975987296551466,9,sac,inverted_double_pendulum
6,1000.0,1.581345558166504,2489600,421.6892113685608,80943.72500619662,9500.978515625,17.449986696243286,1694093849.0520504,-15327.3330078125,1.7201400995254517,1048576.0,558.795654296875,399.3962445259094,6356.70919504664,0.002689711283892393,9,sac,inverted_double_pendulum
7,1000.0,1.5384938716888428,2903168,486.7295777797699,83198.25145581583,9453.72265625,18.98848056793213,1694093914.0924168,-15212.0615234375,2.049456834793091,1048576.0,901.6619873046875,462.8945994377136,6513.050622719655,0.00401337631046772,9,sac,inverted_double_pendulum
8,1000.0,1.523662805557251,3316736,550.839851140976,84008.08862246027,9475.8173828125,20.51214337348938,1694093978.2026901,-15352.2978515625,0.9968791604042053,1048576.0,189.55471801757812,525.4779968261719,6608.270200369004,0.0021742782555520535,9,sac,inverted_double_pendulum
9,1000.0,1.522489309310913,3730304,614.9745080471039,84072.83993208037,9499.3466796875,22.034632682800293,1694094042.337347,-15506.056640625,0.7570979595184326,1048576.0,173.02005004882812,588.0865731239319,6605.612592644061,-0.002764924196526408,9,sac,inverted_double_pendulum
10,162.3984375,1.59791898727417,4143872,680.0103614330292,80104.18614422399,1339.148681640625,23.632551670074463,1694094107.3732004,-15805.5615234375,0.6629262566566467,1048576.0,12480.3994140625,651.521178483963,6519.596009981342,-0.38901200890541077,9,sac,inverted_double_pendulum
11,1000.0,1.605398178100586,4557440,745.4591948986053,79730.99866815732,9074.8876953125,25.23794984817505,1694094172.822034,-19725.8671875,12.90889835357666,1048576.0,4468.2900390625,715.3612349033356,6478.189763543205,-0.0733431950211525,9,sac,inverted_double_pendulum
12,1000.0,1.5597331523895264,4971008,810.4685575962067,82065.31982980727,9297.732421875,26.797683000564575,1694094237.8313966,-17869.822265625,7.505517959594727,1048576.0,2460.883056640625,778.8072347640991,6518.425131727806,0.022929580882191658,9,sac,inverted_double_pendulum
13,1000.0,1.6092872619628906,5384576,874.8220202922821,79538.31676010098,9505.7607421875,28.406970262527466,1694094302.1848593,-16269.6357421875,4.595742702484131,1048576.0,1257.336669921875,841.5479416847229,6591.701310015909,-0.001943642389960587,9,sac,inverted_double_pendulum
14,1000.0,1.6521077156066895,5798144,938.807140827179,77476.78846290942,9360.2529296875,30.059077978134155,1694094366.1699798,-15772.9482421875,1.4190913438796997,1048576.0,374.2883605957031,903.8771336078644,6635.221591031908,0.005767585709691048,9,sac,inverted_double_pendulum
15,1000.0,1.5887906551361084,6211712,1007.3459692001343,80564.4214901519,9438.1279296875,31.647868633270264,1694094434.7088082,-15703.7978515625,1.4061311483383179,1048576.0,568.1406860351562,970.8231756687164,6177.631825105933,-0.0003733279590960592,9,sac,inverted_double_pendulum
16,1000.0,1.6907801628112793,6625280,1071.676434993744,75704.69704776577,9501.8564453125,33.33864879608154,1694094499.039274,-15513.0625,1.1313849687576294,1048576.0,594.4857788085938,1033.4589343070984,6602.745923262015,0.0009466580231674016,9,sac,inverted_double_pendulum
17,1000.0,1.597851037979126,7038848,1139.5922946929932,80107.5926088125,9246.1572265625,34.93649983406067,1694094566.9551337,-15518.3017578125,1.0676603317260742,1048576.0,397.063232421875,1099.7732918262482,6236.477521184954,-0.002797995461151004,9,sac,inverted_double_pendulum
18,1000.0,1.5377616882324219,7452416,1206.5838613510132,83237.86512533644,9502.744140625,36.47426152229309,1694094633.9467003,-15659.9169921875,0.9363516569137573,1048576.0,224.4155731201172,1165.2232778072357,6318.840161709685,0.003493710421025753,9,sac,inverted_double_pendulum
19,968.6953125,1.540160894393921,7865984,1273.226940870285,83108.20023148955,9157.64453125,38.01442241668701,1694094700.5897799,-15765.1767578125,2.855496644973755,1048576.0,2238.093505859375,1230.3225445747375,6352.8826135175,-0.02844906970858574,9,sac,inverted_double_pendulum
