,generation,n_edges,phi,solver,environment,seed
0,1199,5,68.49999999999999,lgp,inverted_double_pendulum,101
1,599,5,68.49999999999999,lgp,inverted_double_pendulum,101
2,1899,5,68.49999999999999,lgp,inverted_double_pendulum,101
3,899,5,68.49999999999999,lgp,inverted_double_pendulum,101
4,1799,5,68.49999999999999,lgp,inverted_double_pendulum,101
5,1699,5,68.49999999999999,lgp,inverted_double_pendulum,101
6,999,5,68.49999999999999,lgp,inverted_double_pendulum,101
7,199,5,68.49999999999999,lgp,inverted_double_pendulum,101
8,1499,5,68.49999999999999,lgp,inverted_double_pendulum,101
9,1399,5,68.49999999999999,lgp,inverted_double_pendulum,101
10,799,5,68.49999999999999,lgp,inverted_double_pendulum,101
11,99,5,68.49999999999999,lgp,inverted_double_pendulum,101
12,1599,5,68.49999999999999,lgp,inverted_double_pendulum,101
13,1099,5,68.49999999999999,lgp,inverted_double_pendulum,101
14,2499,5,68.49999999999999,lgp,inverted_double_pendulum,101
15,1999,5,68.49999999999999,lgp,inverted_double_pendulum,101
16,399,5,68.49999999999999,lgp,inverted_double_pendulum,101
17,1299,5,68.49999999999999,lgp,inverted_double_pendulum,101
18,2099,5,68.49999999999999,lgp,inverted_double_pendulum,101
19,2199,5,68.49999999999999,lgp,inverted_double_pendulum,101
20,2299,5,68.49999999999999,lgp,inverted_double_pendulum,101
21,299,5,68.49999999999999,lgp,inverted_double_pendulum,101
22,2399,5,68.49999999999999,lgp,inverted_double_pendulum,101
23,699,5,68.49999999999999,lgp,inverted_double_pendulum,101
24,499,5,68.49999999999999,lgp,inverted_double_pendulum,101
25,699,20,39.699999999999996,lgp,inverted_double_pendulum,101
26,2299,20,39.699999999999996,lgp,inverted_double_pendulum,101
27,1599,20,39.699999999999996,lgp,inverted_double_pendulum,101
28,899,20,39.699999999999996,lgp,inverted_double_pendulum,101
29,2199,20,39.699999999999996,lgp,inverted_double_pendulum,101
30,1699,20,39.699999999999996,lgp,inverted_double_pendulum,101
31,2399,20,39.699999999999996,lgp,inverted_double_pendulum,101
32,1899,20,39.699999999999996,lgp,inverted_double_pendulum,101
33,299,20,39.699999999999996,lgp,inverted_double_pendulum,101
34,2099,20,39.699999999999996,lgp,inverted_double_pendulum,101
35,999,20,39.699999999999996,lgp,inverted_double_pendulum,101
36,199,20,39.699999999999996,lgp,inverted_double_pendulum,101
37,799,20,39.699999999999996,lgp,inverted_double_pendulum,101
38,1799,20,39.699999999999996,lgp,inverted_double_pendulum,101
39,1299,20,39.699999999999996,lgp,inverted_double_pendulum,101
40,1399,20,39.699999999999996,lgp,inverted_double_pendulum,101
41,499,20,39.699999999999996,lgp,inverted_double_pendulum,101
42,2499,20,39.699999999999996,lgp,inverted_double_pendulum,101
43,1999,20,39.699999999999996,lgp,inverted_double_pendulum,101
44,99,20,39.699999999999996,lgp,inverted_double_pendulum,101
45,1199,20,39.699999999999996,lgp,inverted_double_pendulum,101
46,399,20,39.699999999999996,lgp,inverted_double_pendulum,101
47,599,20,39.699999999999996,lgp,inverted_double_pendulum,101
48,1499,20,39.699999999999996,lgp,inverted_double_pendulum,101
49,1099,20,39.699999999999996,lgp,inverted_double_pendulum,101
50,2299,6,68.49999999999999,lgp,inverted_double_pendulum,101
51,999,6,68.49999999999999,lgp,inverted_double_pendulum,101
52,599,6,68.49999999999999,lgp,inverted_double_pendulum,101
53,1299,6,68.49999999999999,lgp,inverted_double_pendulum,101
54,499,6,68.49999999999999,lgp,inverted_double_pendulum,101
55,1999,6,68.49999999999999,lgp,inverted_double_pendulum,101
