,generation,n_edges,phi,solver,environment,seed
0,899,4,69.39999999999999,lgp,walker2d,106
1,499,4,69.39999999999999,lgp,walker2d,106
2,1399,4,69.39999999999999,lgp,walker2d,106
3,199,4,69.39999999999999,lgp,walker2d,106
4,999,4,69.39999999999999,lgp,walker2d,106
5,799,4,69.39999999999999,lgp,walker2d,106
6,1499,4,69.39999999999999,lgp,walker2d,106
7,299,4,69.39999999999999,lgp,walker2d,106
8,399,4,69.39999999999999,lgp,walker2d,106
9,99,4,69.39999999999999,lgp,walker2d,106
10,699,4,69.39999999999999,lgp,walker2d,106
11,599,4,69.39999999999999,lgp,walker2d,106
12,1299,4,69.39999999999999,lgp,walker2d,106
13,1099,4,69.39999999999999,lgp,walker2d,106
14,1199,4,69.39999999999999,lgp,walker2d,106
15,799,8,67.6,lgp,walker2d,106
16,699,8,67.6,lgp,walker2d,106
17,1499,8,67.6,lgp,walker2d,106
18,199,8,67.6,lgp,walker2d,106
19,99,8,67.6,lgp,walker2d,106
20,399,8,67.6,lgp,walker2d,106
21,1399,8,67.6,lgp,walker2d,106
22,1199,8,67.6,lgp,walker2d,106
23,1099,8,67.6,lgp,walker2d,106
24,599,8,67.6,lgp,walker2d,106
25,999,8,67.6,lgp,walker2d,106
26,899,8,67.6,lgp,walker2d,106
27,499,8,67.6,lgp,walker2d,106
28,299,8,67.6,lgp,walker2d,106
29,1299,8,67.6,lgp,walker2d,106
30,399,3,61.7,lgp,walker2d,106
31,899,3,61.7,lgp,walker2d,106
32,299,3,61.7,lgp,walker2d,106
33,99,3,61.7,lgp,walker2d,106
34,1199,3,61.7,lgp,walker2d,106
35,599,3,61.7,lgp,walker2d,106
36,499,3,61.7,lgp,walker2d,106
37,1299,3,61.7,lgp,walker2d,106
38,699,3,61.7,lgp,walker2d,106
39,1099,3,61.7,lgp,walker2d,106
40,999,3,61.7,lgp,walker2d,106
41,199,3,61.7,lgp,walker2d,106
42,799,3,61.7,lgp,walker2d,106
43,1399,3,61.7,lgp,walker2d,106
44,1499,3,61.7,lgp,walker2d,106
45,999,6,52.19999999999999,lgp,walker2d,106
46,199,6,52.19999999999999,lgp,walker2d,106
47,799,6,52.19999999999999,lgp,walker2d,106
48,1499,6,52.19999999999999,lgp,walker2d,106
49,99,6,52.19999999999999,lgp,walker2d,106
50,299,6,52.19999999999999,lgp,walker2d,106
51,1299,6,52.19999999999999,lgp,walker2d,106
52,399,6,52.19999999999999,lgp,walker2d,106
53,599,6,52.19999999999999,lgp,walker2d,106
54,899,6,52.19999999999999,lgp,walker2d,106
55,499,6,52.19999999999999,lgp,walker2d,106
56,1099,6,52.19999999999999,lgp,walker2d,106
57,699,6,52.19999999999999,lgp,walker2d,106
58,1199,6,52.19999999999999,lgp,walker2d,106
59,1399,6,52.19999999999999,lgp,walker2d,106
60,1499,11,42.19999999999999,lgp,walker2d,106
61,799,11,42.19999999999999,lgp,walker2d,106
62,399,11,42.19999999999999,lgp,walker2d,106
63,1199,11,42.19999999999999,lgp,walker2d,106
64,1399,11,42.19999999999999,lgp,walker2d,106
65,299,11,42.19999999999999,lgp,walker2d,106
66,499,11,42.19999999999999,lgp,walker2d,106
67,1099,11,42.19999999999999,lgp,walker2d,106
68,599,11,42.19999999999999,lgp,walker2d,106
69,1299,11,42.19999999999999,lgp,walker2d,106
70,899,11,42.19999999999999,lgp,walker2d,106
71,999,11,42.19999999999999,lgp,walker2d,106
72,99,11,42.19999999999999,lgp,walker2d,106
73,699,11,42.19999999999999,lgp,walker2d,106
74,199,11,42.19999999999999,lgp,walker2d,106
