,generation,n_edges,phi,solver,environment,seed
0,1199,5,68.49999999999999,cgp,inverted_double_pendulum,108
1,599,5,68.49999999999999,cgp,inverted_double_pendulum,108
2,1899,5,68.49999999999999,cgp,inverted_double_pendulum,108
3,899,5,68.49999999999999,cgp,inverted_double_pendulum,108
4,1799,5,68.49999999999999,cgp,inverted_double_pendulum,108
5,1699,5,68.49999999999999,cgp,inverted_double_pendulum,108
6,999,5,68.49999999999999,cgp,inverted_double_pendulum,108
7,199,5,68.49999999999999,cgp,inverted_double_pendulum,108
8,1499,5,68.49999999999999,cgp,inverted_double_pendulum,108
9,1399,5,68.49999999999999,cgp,inverted_double_pendulum,108
10,799,5,68.49999999999999,cgp,inverted_double_pendulum,108
11,99,5,68.49999999999999,cgp,inverted_double_pendulum,108
12,1599,5,68.49999999999999,cgp,inverted_double_pendulum,108
13,1099,5,68.49999999999999,cgp,inverted_double_pendulum,108
14,2499,5,68.49999999999999,cgp,inverted_double_pendulum,108
15,1999,5,68.49999999999999,cgp,inverted_double_pendulum,108
16,399,5,68.49999999999999,cgp,inverted_double_pendulum,108
17,1299,5,68.49999999999999,cgp,inverted_double_pendulum,108
18,2099,5,68.49999999999999,cgp,inverted_double_pendulum,108
19,2199,5,68.49999999999999,cgp,inverted_double_pendulum,108
20,2299,5,68.49999999999999,cgp,inverted_double_pendulum,108
21,299,5,68.49999999999999,cgp,inverted_double_pendulum,108
22,2399,5,68.49999999999999,cgp,inverted_double_pendulum,108
23,699,5,68.49999999999999,cgp,inverted_double_pendulum,108
24,499,5,68.49999999999999,cgp,inverted_double_pendulum,108
25,699,20,39.699999999999996,cgp,inverted_double_pendulum,108
26,2299,20,39.699999999999996,cgp,inverted_double_pendulum,108
27,1599,20,39.699999999999996,cgp,inverted_double_pendulum,108
28,899,20,39.699999999999996,cgp,inverted_double_pendulum,108
29,2199,20,39.699999999999996,cgp,inverted_double_pendulum,108
30,1699,20,39.699999999999996,cgp,inverted_double_pendulum,108
31,2399,20,39.699999999999996,cgp,inverted_double_pendulum,108
32,1899,20,39.699999999999996,cgp,inverted_double_pendulum,108
33,299,20,39.699999999999996,cgp,inverted_double_pendulum,108
